Performance_Template_ID,Department_ID,Department,Role_Band,KPI_ID,KPI_Name,KPI_Group,KPI_Weight_pct,Measurement_Scope,Scoring_Direction,Floor_Value,Target_Value,Stretch_Value,Mandatory_Flag,Critical_KPI_Flag,Effective_Start_Date,Effective_End_Date,Active_Status
PT-CS-JUNIOR,DEPARTMENT-004,Customer Support,Junior/Assistant,KPI-CS-003,Support SLA Compliance,EFFICIENCY,15,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-CS-JUNIOR,DEPARTMENT-004,Customer Support,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-CS-JUNIOR,DEPARTMENT-004,Customer Support,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-JUNIOR,DEPARTMENT-004,Customer Support,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-JUNIOR,DEPARTMENT-004,Customer Support,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-PROFESSIONAL,DEPARTMENT-004,Customer Support,Professional/Mid-level,KPI-CS-001,Ticket Resolution Target Achievement,OUTPUT,30,Individual,HIGHER_BETTER,75,100,115,Yes,No,2025-09-01,,Active
PT-CS-PROFESSIONAL,DEPARTMENT-004,Customer Support,Professional/Mid-level,KPI-CS-002,First Contact Resolution and Case Quality,QUALITY,25,Individual,HIGHER_BETTER,70,85,95,Yes,No,2025-09-01,,Active
PT-CS-PROFESSIONAL,DEPARTMENT-004,Customer Support,Professional/Mid-level,KPI-CS-003,Support SLA Compliance,EFFICIENCY,20,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-CS-PROFESSIONAL,DEPARTMENT-004,Customer Support,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-CS-PROFESSIONAL,DEPARTMENT-004,Customer Support,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-PROFESSIONAL,DEPARTMENT-004,Customer Support,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-PROFESSIONAL,DEPARTMENT-004,Customer Support,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-CS-001,Ticket Resolution Target Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,75,100,115,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-CS-002,First Contact Resolution and Case Quality,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,70,85,95,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-CS-003,Support SLA Compliance,EFFICIENCY,15,Individual + Mentoring,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-SENIOR,DEPARTMENT-004,Customer Support,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-CS-001,Ticket Resolution Target Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,75,100,115,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-CS-002,First Contact Resolution and Case Quality,QUALITY,15,Team/Department,HIGHER_BETTER,70,85,95,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-CS-003,Support SLA Compliance,EFFICIENCY,10,Team/Department,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-CS-MANAGER,DEPARTMENT-004,Customer Support,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-INTERN,DEPARTMENT-005,Engineering,Intern/Trainee,KPI-ENG-001,Sprint Delivery Achievement,OUTPUT,15,Individual,HIGHER_BETTER,70,100,115,Yes,No,2025-09-01,,Active
PT-ENG-INTERN,DEPARTMENT-005,Engineering,Intern/Trainee,KPI-ENG-002,Escaped Defects per Release,QUALITY,15,Individual,LOWER_BETTER,5,2,0.5,Yes,No,2025-09-01,,Active
PT-ENG-INTERN,DEPARTMENT-005,Engineering,Intern/Trainee,KPI-ENG-003,Production Change Success Rate,EFFICIENCY,10,Individual,HIGHER_BETTER,88,96,99.5,Yes,No,2025-09-01,,Active
PT-ENG-INTERN,DEPARTMENT-005,Engineering,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ENG-INTERN,DEPARTMENT-005,Engineering,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-INTERN,DEPARTMENT-005,Engineering,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-INTERN,DEPARTMENT-005,Engineering,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-JUNIOR,DEPARTMENT-005,Engineering,Junior/Assistant,KPI-ENG-001,Sprint Delivery Achievement,OUTPUT,25,Individual,HIGHER_BETTER,70,100,115,Yes,No,2025-09-01,,Active
PT-ENG-JUNIOR,DEPARTMENT-005,Engineering,Junior/Assistant,KPI-ENG-002,Escaped Defects per Release,QUALITY,20,Individual,LOWER_BETTER,5,2,0.5,Yes,No,2025-09-01,,Active
PT-ENG-JUNIOR,DEPARTMENT-005,Engineering,Junior/Assistant,KPI-ENG-003,Production Change Success Rate,EFFICIENCY,15,Individual,HIGHER_BETTER,88,96,99.5,Yes,No,2025-09-01,,Active
PT-ENG-JUNIOR,DEPARTMENT-005,Engineering,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ENG-JUNIOR,DEPARTMENT-005,Engineering,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-JUNIOR,DEPARTMENT-005,Engineering,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-JUNIOR,DEPARTMENT-005,Engineering,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-PROFESSIONAL,DEPARTMENT-005,Engineering,Professional/Mid-level,KPI-ENG-001,Sprint Delivery Achievement,OUTPUT,30,Individual,HIGHER_BETTER,70,100,115,Yes,No,2025-09-01,,Active
PT-ENG-PROFESSIONAL,DEPARTMENT-005,Engineering,Professional/Mid-level,KPI-ENG-002,Escaped Defects per Release,QUALITY,25,Individual,LOWER_BETTER,5,2,0.5,Yes,No,2025-09-01,,Active
PT-ENG-PROFESSIONAL,DEPARTMENT-005,Engineering,Professional/Mid-level,KPI-ENG-003,Production Change Success Rate,EFFICIENCY,20,Individual,HIGHER_BETTER,88,96,99.5,Yes,No,2025-09-01,,Active
PT-ENG-PROFESSIONAL,DEPARTMENT-005,Engineering,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ENG-PROFESSIONAL,DEPARTMENT-005,Engineering,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-PROFESSIONAL,DEPARTMENT-005,Engineering,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-PROFESSIONAL,DEPARTMENT-005,Engineering,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-ENG-001,Sprint Delivery Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,70,100,115,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-ENG-002,Escaped Defects per Release,QUALITY,20,Individual + Mentoring,LOWER_BETTER,5,2,0.5,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-ENG-003,Production Change Success Rate,EFFICIENCY,15,Individual + Mentoring,HIGHER_BETTER,88,96,99.5,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-SENIOR,DEPARTMENT-005,Engineering,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-ENG-001,Sprint Delivery Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,70,100,115,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-ENG-002,Escaped Defects per Release,QUALITY,15,Team/Department,LOWER_BETTER,5,2,0.5,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-ENG-003,Production Change Success Rate,EFFICIENCY,10,Team/Department,HIGHER_BETTER,88,96,99.5,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ENG-MANAGER,DEPARTMENT-005,Engineering,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-INTERN,DEPARTMENT-006,Operations,Intern/Trainee,KPI-OPS-001,Operational Throughput Target Achievement,OUTPUT,15,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-OPS-INTERN,DEPARTMENT-006,Operations,Intern/Trainee,KPI-OPS-002,Process Accuracy,QUALITY,15,Individual,HIGHER_BETTER,94,98.5,100,Yes,No,2025-09-01,,Active
PT-OPS-INTERN,DEPARTMENT-006,Operations,Intern/Trainee,KPI-OPS-003,Operational SLA Compliance,EFFICIENCY,10,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-OPS-INTERN,DEPARTMENT-006,Operations,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-OPS-INTERN,DEPARTMENT-006,Operations,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-INTERN,DEPARTMENT-006,Operations,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-INTERN,DEPARTMENT-006,Operations,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-JUNIOR,DEPARTMENT-006,Operations,Junior/Assistant,KPI-OPS-001,Operational Throughput Target Achievement,OUTPUT,25,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-OPS-JUNIOR,DEPARTMENT-006,Operations,Junior/Assistant,KPI-OPS-002,Process Accuracy,QUALITY,20,Individual,HIGHER_BETTER,94,98.5,100,Yes,No,2025-09-01,,Active
PT-OPS-JUNIOR,DEPARTMENT-006,Operations,Junior/Assistant,KPI-OPS-003,Operational SLA Compliance,EFFICIENCY,15,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-OPS-JUNIOR,DEPARTMENT-006,Operations,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-OPS-JUNIOR,DEPARTMENT-006,Operations,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-JUNIOR,DEPARTMENT-006,Operations,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-JUNIOR,DEPARTMENT-006,Operations,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-PROFESSIONAL,DEPARTMENT-006,Operations,Professional/Mid-level,KPI-OPS-001,Operational Throughput Target Achievement,OUTPUT,30,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-OPS-PROFESSIONAL,DEPARTMENT-006,Operations,Professional/Mid-level,KPI-OPS-002,Process Accuracy,QUALITY,25,Individual,HIGHER_BETTER,94,98.5,100,Yes,No,2025-09-01,,Active
PT-OPS-PROFESSIONAL,DEPARTMENT-006,Operations,Professional/Mid-level,KPI-OPS-003,Operational SLA Compliance,EFFICIENCY,20,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-OPS-PROFESSIONAL,DEPARTMENT-006,Operations,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-OPS-PROFESSIONAL,DEPARTMENT-006,Operations,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-PROFESSIONAL,DEPARTMENT-006,Operations,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-PROFESSIONAL,DEPARTMENT-006,Operations,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-OPS-001,Operational Throughput Target Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-OPS-002,Process Accuracy,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,94,98.5,100,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-OPS-003,Operational SLA Compliance,EFFICIENCY,15,Individual + Mentoring,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-SENIOR,DEPARTMENT-006,Operations,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-OPS-001,Operational Throughput Target Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-OPS-002,Process Accuracy,QUALITY,15,Team/Department,HIGHER_BETTER,94,98.5,100,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-OPS-003,Operational SLA Compliance,EFFICIENCY,10,Team/Department,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-OPS-MANAGER,DEPARTMENT-006,Operations,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-INTERN,DEPARTMENT-007,IT,Intern/Trainee,KPI-IT-001,IT Service Delivery Target Achievement,OUTPUT,15,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-IT-INTERN,DEPARTMENT-007,IT,Intern/Trainee,KPI-IT-002,System Availability and Change Success,QUALITY,15,Individual,HIGHER_BETTER,97,99.3,99.9,Yes,No,2025-09-01,,Active
PT-IT-INTERN,DEPARTMENT-007,IT,Intern/Trainee,KPI-IT-003,Incident Resolution within SLA,EFFICIENCY,10,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-IT-INTERN,DEPARTMENT-007,IT,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-IT-INTERN,DEPARTMENT-007,IT,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-INTERN,DEPARTMENT-007,IT,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-INTERN,DEPARTMENT-007,IT,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-JUNIOR,DEPARTMENT-007,IT,Junior/Assistant,KPI-IT-001,IT Service Delivery Target Achievement,OUTPUT,25,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-IT-JUNIOR,DEPARTMENT-007,IT,Junior/Assistant,KPI-IT-002,System Availability and Change Success,QUALITY,20,Individual,HIGHER_BETTER,97,99.3,99.9,Yes,No,2025-09-01,,Active
PT-IT-JUNIOR,DEPARTMENT-007,IT,Junior/Assistant,KPI-IT-003,Incident Resolution within SLA,EFFICIENCY,15,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-IT-JUNIOR,DEPARTMENT-007,IT,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-IT-JUNIOR,DEPARTMENT-007,IT,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-JUNIOR,DEPARTMENT-007,IT,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-JUNIOR,DEPARTMENT-007,IT,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-PROFESSIONAL,DEPARTMENT-007,IT,Professional/Mid-level,KPI-IT-001,IT Service Delivery Target Achievement,OUTPUT,30,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-IT-PROFESSIONAL,DEPARTMENT-007,IT,Professional/Mid-level,KPI-IT-002,System Availability and Change Success,QUALITY,25,Individual,HIGHER_BETTER,97,99.3,99.9,Yes,No,2025-09-01,,Active
PT-IT-PROFESSIONAL,DEPARTMENT-007,IT,Professional/Mid-level,KPI-IT-003,Incident Resolution within SLA,EFFICIENCY,20,Individual,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-IT-PROFESSIONAL,DEPARTMENT-007,IT,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-IT-PROFESSIONAL,DEPARTMENT-007,IT,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
